iter_b,action_b,payoff_b,selection_method_b
2677,1,0,greedy
2678,1,0,greedy
2679,1,0,greedy
2680,1,0,greedy
2681,1,0,greedy
2682,1,0,greedy
2683,0,0,greedy
2684,1,0,greedy
2685,0,0,greedy
2686,1,3,greedy
2687,1,0,greedy
2688,1,0,greedy
2689,1,0,greedy
2690,1,0,greedy
2691,0,0,greedy
2692,1,0,greedy
2693,0,0,greedy
2694,1,0,random
2695,0,0,greedy
2696,1,0,greedy
2697,0,0,greedy
2698,1,0,greedy
2699,0,0,greedy
2700,1,0,greedy
2701,0,0,greedy
2702,1,0,greedy
2703,0,0,greedy
2704,1,0,greedy
2705,0,0,greedy
2706,1,0,greedy
2707,0,0,greedy
2708,1,0,greedy
2709,1,0,random
2710,0,0,greedy
2711,0,0,greedy
2712,1,0,greedy
2713,0,0,greedy
2714,1,0,greedy
2715,1,0,random
2716,0,0,greedy
2717,0,0,random
2718,1,0,greedy
2719,0,0,greedy
2720,1,0,greedy
2721,0,0,greedy
2722,1,0,random
2723,0,0,greedy
2724,1,0,greedy
2725,0,0,greedy
2726,1,3,greedy
2727,1,0,greedy
2728,1,0,greedy
2729,1,0,greedy
2730,1,3,greedy
2731,1,3,greedy
2732,0,0,random
2733,1,0,greedy
2734,1,0,greedy
2735,1,0,greedy
2736,1,0,greedy
2737,1,0,greedy
2738,1,3,greedy
2739,1,0,greedy
2740,1,0,greedy
2741,1,0,greedy
2742,1,0,greedy
2743,1,0,greedy
2744,1,0,greedy
2745,1,0,greedy
2746,0,5,random
2747,0,0,greedy
2748,0,0,greedy
2749,0,0,greedy
2750,0,0,greedy
2751,0,0,greedy
2752,0,0,greedy
2753,0,0,greedy
2754,0,0,greedy
2755,1,0,greedy
2756,1,0,random
2757,0,0,greedy
2758,0,0,greedy
2759,0,0,random
2760,1,0,greedy
2761,1,0,greedy
2762,0,0,greedy
2763,1,0,greedy
2764,0,5,greedy
2765,0,0,greedy
2766,0,0,greedy
2767,0,0,greedy
2768,0,0,greedy
2769,0,0,greedy
2770,0,5,greedy
2771,0,0,greedy
2772,0,0,greedy
2773,0,0,greedy
2774,0,0,greedy
2775,0,0,greedy
2776,0,0,greedy
2777,0,0,greedy
2778,0,5,greedy
2779,0,0,greedy
2780,0,5,greedy
2781,0,0,greedy
2782,0,5,greedy
2783,0,0,greedy
2784,0,5,greedy
2785,0,0,greedy
2786,0,5,greedy
2787,0,0,greedy
2788,0,5,greedy
2789,0,0,greedy
2790,0,5,random
2791,0,0,greedy
2792,0,5,greedy
2793,0,0,greedy
2794,0,5,greedy
2795,0,0,greedy
2796,0,5,greedy
2797,0,0,greedy
2798,0,5,greedy
2799,0,0,greedy
2800,0,5,greedy
2801,0,0,greedy
2802,0,5,greedy
2803,0,0,greedy
2804,0,5,greedy
2805,0,5,greedy
2806,0,0,greedy
2807,0,5,random
2808,0,0,greedy
2809,0,0,greedy
2810,0,5,greedy
2811,0,0,greedy
2812,0,5,greedy
2813,0,0,greedy
2814,0,5,greedy
2815,1,0,random
2816,0,0,greedy
2817,0,0,greedy
2818,0,5,greedy
2819,0,0,greedy
2820,0,5,greedy
2821,1,0,random
2822,0,0,greedy
2823,0,0,greedy
2824,0,0,greedy
2825,0,0,greedy
2826,0,5,greedy
2827,0,5,greedy
2828,0,0,greedy
2829,0,5,greedy
2830,1,0,random
2831,0,0,greedy
2832,0,0,greedy
2833,0,5,greedy
2834,0,0,greedy
2835,0,5,greedy
2836,0,0,greedy
2837,0,5,greedy
2838,0,0,greedy
2839,0,5,greedy
2840,0,0,greedy
2841,0,5,greedy
2842,0,0,greedy
2843,0,5,greedy
2844,0,0,greedy
2845,0,5,greedy
2846,0,0,greedy
2847,0,5,greedy
2848,0,0,greedy
2849,0,5,random
2850,0,0,random
2851,1,3,random
2852,0,5,greedy
2853,0,0,greedy
2854,0,5,greedy
2855,0,0,greedy
2856,0,5,greedy
2857,0,0,greedy
2858,0,5,greedy
2859,0,0,greedy
2860,0,5,greedy
2861,0,0,greedy
2862,0,5,greedy
2863,0,0,greedy
2864,0,5,greedy
2865,0,0,greedy
2866,0,5,greedy
2867,0,0,greedy
2868,0,0,greedy
2869,0,5,greedy
2870,0,5,greedy
2871,0,0,greedy
2872,0,5,random
2873,0,0,greedy
2874,0,5,greedy
2875,0,0,greedy
2876,0,5,random
2877,0,0,greedy
2878,0,5,greedy
2879,0,0,greedy
2880,0,5,greedy
2881,0,0,greedy
2882,0,5,greedy
2883,0,0,greedy
2884,0,5,greedy
2885,0,0,greedy
2886,0,5,greedy
2887,0,0,greedy
2888,0,5,greedy
2889,0,0,greedy
2890,0,5,greedy
2891,0,0,greedy
2892,0,0,greedy
2893,0,5,greedy
2894,0,5,greedy
2895,0,0,greedy
2896,0,0,greedy
2897,0,5,greedy
2898,0,5,greedy
2899,0,0,greedy
2900,0,5,greedy
2901,0,5,greedy
2902,0,0,greedy
2903,0,0,greedy
2904,0,0,greedy
2905,0,5,greedy
2906,0,5,greedy
2907,0,0,greedy
2908,0,5,random
2909,0,0,greedy
2910,0,5,greedy
2911,0,0,greedy
2912,0,5,greedy
2913,0,0,greedy
2914,0,5,greedy
2915,0,0,greedy
2916,0,5,greedy
2917,0,0,greedy
2918,0,5,greedy
2919,0,0,greedy
2920,0,5,greedy
2921,0,0,greedy
2922,0,5,greedy
2923,0,0,greedy
2924,0,5,greedy
2925,0,0,greedy
2926,0,5,random
2927,0,0,greedy
2928,0,5,greedy
2929,0,0,greedy
2930,0,5,greedy
2931,0,0,greedy
2932,0,5,greedy
2933,0,0,greedy
2934,0,5,greedy
2935,0,0,greedy
2936,0,5,greedy
2937,0,0,greedy
2938,0,5,greedy
2939,0,0,greedy
2940,0,5,greedy
2941,0,0,greedy
2942,0,5,greedy
2943,0,5,greedy
2944,0,0,greedy
2945,0,0,greedy
2946,0,5,greedy
2947,0,0,greedy
2948,0,5,greedy
2949,0,0,greedy
2950,0,5,greedy
2951,1,3,random
2952,0,5,greedy
2953,0,5,greedy
2954,0,0,greedy
2955,0,5,greedy
2956,0,5,greedy
2957,0,0,greedy
2958,0,0,greedy
2959,0,5,greedy
2960,1,0,random
2961,0,5,greedy
2962,0,0,greedy
2963,0,0,greedy
2964,0,0,greedy
2965,0,0,greedy
2966,0,0,greedy
2967,0,5,greedy
2968,0,0,greedy
2969,0,0,greedy
2970,0,5,greedy
2971,0,0,greedy
2972,0,5,greedy
2973,0,5,greedy
2974,0,0,greedy
2975,0,5,greedy
2976,0,0,greedy
2977,0,5,greedy
2978,0,0,greedy
2979,0,5,greedy
2980,0,0,greedy
2981,0,5,greedy
2982,1,0,random
2983,0,0,greedy
2984,0,0,greedy
2985,0,0,greedy
2986,0,0,greedy
2987,0,0,greedy
2988,0,5,random
2989,0,0,greedy
2990,0,5,greedy
2991,0,0,greedy
2992,0,5,greedy
2993,0,0,greedy
2994,0,5,greedy
2995,0,0,greedy
2996,0,5,random
2997,0,0,greedy
2998,0,5,greedy
2999,0,0,greedy
3000,0,5,greedy
3001,0,0,greedy
3002,0,5,random
3003,0,0,greedy
3004,0,5,greedy
3005,0,0,greedy
3006,0,5,greedy
3007,0,0,greedy
3008,0,5,greedy
3009,0,0,greedy
3010,0,5,greedy
3011,0,0,greedy
3012,0,5,greedy
3013,0,0,greedy
3014,1,3,random
3015,0,5,greedy
3016,0,5,random
3017,0,5,greedy
3018,0,0,greedy
3019,0,5,greedy
3020,0,0,greedy
3021,0,5,greedy
3022,0,5,greedy
3023,0,0,greedy
3024,0,0,greedy
3025,0,5,greedy
3026,0,0,greedy
3027,0,5,greedy
3028,0,0,greedy
3029,0,5,greedy
3030,0,5,greedy
3031,0,0,greedy
3032,0,0,greedy
3033,0,5,greedy
3034,0,0,greedy
3035,0,5,greedy
3036,0,0,greedy
3037,0,5,greedy
3038,0,0,greedy
3039,0,5,greedy
3040,0,0,greedy
3041,0,5,greedy
3042,0,0,greedy
3043,0,5,greedy
3044,0,0,greedy
3045,0,5,greedy
3046,0,0,greedy
3047,0,5,greedy
3048,0,0,greedy
3049,0,5,greedy
3050,0,0,greedy
3051,1,3,random
3052,0,5,greedy
3053,0,5,greedy
3054,1,3,random
3055,0,5,greedy
3056,0,5,random
3057,0,5,greedy
3058,0,5,random
3059,0,5,greedy
3060,0,0,greedy
3061,0,5,greedy
3062,0,0,greedy
3063,0,5,random
3064,0,0,greedy
3065,0,0,greedy
3066,0,5,greedy
3067,0,5,greedy
3068,0,0,greedy
3069,0,5,greedy
3070,0,0,greedy
3071,0,5,random
3072,0,0,greedy
3073,0,5,greedy
3074,0,0,greedy
3075,0,5,greedy
3076,0,0,greedy
3077,0,5,greedy
3078,0,0,greedy
3079,1,3,random
3080,0,5,greedy
3081,0,5,greedy
3082,0,5,greedy
3083,0,5,greedy
3084,0,5,greedy
3085,0,0,random
3086,0,5,greedy
3087,1,0,random
3088,0,0,greedy
3089,0,0,greedy
3090,0,0,greedy
3091,1,0,random
3092,0,0,random
3093,0,0,greedy
3094,0,0,greedy
3095,0,0,greedy
3096,0,0,greedy
3097,0,0,greedy
3098,1,0,random
3099,0,0,greedy
3100,0,0,greedy
3101,0,0,greedy
3102,0,0,greedy
3103,0,0,greedy
3104,0,0,greedy
3105,0,0,greedy
3106,0,0,greedy
3107,0,0,greedy
3108,0,0,greedy
3109,0,5,greedy
3110,0,5,greedy
3111,0,0,greedy
3112,1,0,random
3113,0,0,greedy
3114,0,0,greedy
3115,0,0,greedy
3116,0,0,greedy
3117,0,0,greedy
3118,0,5,greedy
3119,0,5,greedy
3120,0,0,greedy
3121,0,0,greedy
3122,0,0,greedy
3123,0,0,greedy
3124,0,0,greedy
3125,1,3,random
3126,0,5,greedy
3127,1,3,random
3128,0,5,greedy
3129,0,5,greedy
3130,0,5,greedy
3131,0,5,greedy
3132,0,5,greedy
3133,0,5,greedy
3134,0,5,greedy
3135,0,0,greedy
3136,1,3,random
3137,0,5,greedy
3138,0,5,greedy
3139,0,5,greedy
3140,0,5,greedy
3141,0,5,greedy
3142,0,0,greedy
3143,0,5,greedy
3144,0,0,random
3145,0,5,greedy
3146,0,0,greedy
3147,0,5,greedy
3148,0,0,greedy
3149,0,5,greedy
3150,0,0,greedy
3151,0,5,greedy
3152,0,0,greedy
3153,0,5,greedy
3154,0,0,greedy
3155,0,5,greedy
3156,0,0,greedy
3157,0,5,greedy
3158,1,0,random
3159,0,0,greedy
3160,0,5,greedy
3161,0,5,greedy
3162,0,0,greedy
3163,0,0,greedy
3164,0,0,greedy
3165,0,0,greedy
3166,0,5,greedy
3167,0,0,greedy
3168,0,0,greedy
3169,0,0,greedy
3170,0,0,random
3171,0,0,greedy
3172,0,5,greedy
3173,0,0,greedy
3174,0,5,greedy
3175,0,0,greedy
3176,0,5,greedy
3177,0,0,greedy
3178,0,5,greedy
3179,0,0,greedy
3180,0,5,greedy
3181,0,0,greedy
3182,0,5,greedy
3183,0,0,greedy
3184,0,5,greedy
3185,0,0,greedy
3186,0,5,greedy
3187,0,0,greedy
3188,0,5,greedy
3189,0,0,greedy
3190,0,5,greedy
3191,0,0,greedy
3192,0,5,random
3193,0,0,greedy
3194,0,5,greedy
3195,0,0,greedy
3196,0,5,greedy
3197,0,0,greedy
3198,0,5,greedy
3199,0,0,greedy
3200,1,3,random
3201,0,5,greedy
3202,0,5,greedy
3203,0,0,greedy
3204,0,5,greedy
3205,0,5,greedy
3206,0,5,greedy
3207,0,5,greedy
3208,0,0,greedy
3209,0,5,greedy
3210,1,3,random
3211,0,5,greedy
3212,0,5,greedy
3213,0,5,greedy
3214,0,5,greedy
3215,0,5,greedy
3216,0,5,greedy
3217,0,0,greedy
3218,0,5,greedy
3219,0,0,greedy
3220,0,5,greedy
3221,0,0,greedy
3222,0,5,greedy
3223,0,0,random
3224,0,5,greedy
3225,0,0,greedy
3226,0,5,greedy
3227,0,0,greedy
3228,0,5,greedy
3229,0,0,greedy
3230,0,5,greedy
3231,0,0,greedy
3232,0,5,random
3233,0,0,greedy
3234,1,3,random
3235,0,5,greedy
3236,0,5,greedy
3237,1,3,random
3238,0,5,greedy
3239,0,5,greedy
3240,0,5,greedy
3241,0,5,greedy
3242,0,5,greedy
3243,1,3,random
3244,0,5,greedy
3245,0,5,greedy
3246,1,3,random
3247,0,5,greedy
3248,0,5,greedy
3249,1,3,random
3250,0,5,greedy
3251,0,5,greedy
3252,0,5,greedy
3253,0,5,greedy
3254,0,5,greedy
3255,0,5,random
3256,0,5,greedy
3257,0,5,greedy
3258,0,5,greedy
3259,0,0,greedy
3260,0,5,greedy
3261,0,5,greedy
3262,0,5,greedy
3263,0,5,greedy
3264,0,5,random
3265,0,5,greedy
3266,0,5,greedy
3267,0,5,greedy
3268,0,5,greedy
3269,0,0,greedy
3270,0,5,greedy
3271,0,0,random
3272,0,5,greedy
3273,0,0,greedy
3274,0,5,greedy
3275,0,0,greedy
3276,0,5,greedy
3277,0,5,greedy
3278,0,0,greedy
3279,0,0,random
3280,1,3,random
3281,0,5,greedy
3282,0,5,greedy
3283,0,5,greedy
3284,0,5,greedy
3285,0,5,greedy
3286,0,5,greedy
3287,1,3,random
3288,0,5,greedy
3289,0,5,greedy
3290,0,5,greedy
3291,0,5,greedy
3292,0,5,greedy
3293,0,5,random
3294,0,5,greedy
3295,0,5,greedy
3296,0,0,greedy
3297,0,5,greedy
3298,0,0,greedy
3299,0,0,greedy
3300,0,5,greedy
3301,0,0,greedy
3302,0,5,greedy
3303,0,0,greedy
3304,0,5,greedy
3305,0,0,greedy
3306,0,5,greedy
3307,0,5,greedy
3308,0,0,greedy
3309,0,0,greedy
3310,0,5,greedy
3311,0,0,greedy
3312,0,5,greedy
3313,0,0,greedy
3314,0,5,greedy
3315,0,0,random
3316,0,5,greedy
3317,0,0,greedy
3318,0,5,greedy
3319,0,0,greedy
3320,0,5,greedy
3321,0,0,greedy
3322,0,5,greedy
3323,0,0,greedy
3324,0,5,greedy
3325,0,0,greedy
3326,0,5,greedy
3327,0,0,greedy
3328,0,5,random
3329,0,0,greedy
3330,0,5,greedy
3331,0,0,greedy
3332,0,5,greedy
3333,0,0,greedy
3334,0,5,greedy
3335,0,0,greedy
3336,1,3,random
3337,0,5,greedy
3338,0,5,greedy
3339,0,5,greedy
3340,0,5,greedy
3341,0,5,greedy
3342,0,5,greedy
3343,0,5,greedy
3344,0,5,random
3345,0,5,greedy
3346,0,0,greedy
3347,0,5,greedy
3348,0,5,random
3349,1,0,random
3350,0,5,greedy
3351,0,0,greedy
3352,0,0,greedy
3353,0,0,greedy
3354,0,0,greedy
3355,0,0,greedy
3356,0,5,greedy
3357,0,5,random
3358,0,0,greedy
3359,0,0,greedy
3360,0,0,greedy
3361,0,0,greedy
3362,0,0,greedy
3363,0,0,greedy
3364,0,0,greedy
3365,0,0,greedy
3366,0,0,greedy
3367,0,5,greedy
3368,0,0,greedy
3369,0,0,greedy
3370,0,5,greedy
3371,0,0,greedy
3372,0,5,greedy
3373,0,0,greedy
3374,0,5,greedy
3375,0,0,greedy
3376,0,5,greedy
3377,0,0,greedy
3378,0,5,greedy
3379,1,0,random
3380,0,5,greedy
3381,0,0,greedy
3382,0,0,greedy
3383,0,0,greedy
3384,0,0,greedy
3385,0,0,greedy
3386,0,0,greedy
3387,0,0,greedy
3388,0,0,greedy
3389,0,0,greedy
3390,0,0,greedy
3391,1,0,greedy
3392,0,0,random
3393,1,0,greedy
3394,0,0,greedy
3395,1,0,greedy
3396,0,0,greedy
3397,1,0,greedy
3398,0,0,greedy
3399,1,0,greedy
3400,0,0,greedy
3401,1,0,greedy
3402,0,0,greedy
3403,1,0,greedy
3404,0,0,greedy
3405,1,0,greedy
3406,0,0,greedy
3407,1,0,greedy
3408,0,0,greedy
3409,1,0,greedy
3410,0,0,greedy
3411,1,0,greedy
3412,1,0,random
3413,0,0,random
3414,0,0,greedy
3415,1,0,greedy
3416,0,0,greedy
3417,1,0,greedy
3418,0,0,greedy
3419,1,0,greedy
3420,0,0,greedy
3421,1,0,greedy
3422,0,0,greedy
3423,1,0,greedy
3424,0,0,greedy
3425,1,0,greedy
3426,0,0,greedy
3427,1,0,greedy
3428,0,0,greedy
3429,1,0,greedy
3430,0,0,greedy
3431,1,0,greedy
3432,0,0,random
3433,1,0,greedy
3434,0,0,greedy
3435,1,0,greedy
3436,0,0,greedy
3437,1,0,greedy
3438,0,0,greedy
3439,1,0,greedy
3440,0,0,greedy
3441,1,0,random
3442,1,0,random
3443,0,0,greedy
3444,0,0,greedy
3445,0,5,random
3446,0,0,greedy
3447,1,0,greedy
3448,0,0,greedy
3449,1,0,greedy
3450,0,0,greedy
3451,1,0,greedy
3452,0,0,greedy
3453,1,0,greedy
3454,0,5,greedy
3455,1,0,random
3456,0,0,greedy
3457,0,0,greedy
3458,0,0,greedy
3459,0,0,greedy
3460,1,0,greedy
3461,0,0,greedy
3462,1,0,greedy
3463,0,0,greedy
3464,1,0,greedy
3465,0,0,greedy
3466,1,0,greedy
3467,0,0,greedy
3468,1,0,greedy
3469,0,0,greedy
3470,1,0,greedy
3471,0,0,random
3472,1,0,greedy
3473,0,0,greedy
3474,1,0,greedy
3475,0,0,greedy
3476,0,0,random
3477,1,0,greedy
3478,0,0,random
3479,1,0,greedy
3480,1,0,greedy
3481,0,0,greedy
3482,1,0,random
3483,0,0,greedy
3484,1,0,greedy
3485,0,0,greedy
3486,1,0,greedy
3487,0,0,greedy
3488,1,3,greedy
3489,0,0,random
3490,1,0,greedy
3491,1,0,greedy
3492,1,0,greedy
3493,0,0,random
3494,1,0,greedy
3495,0,0,greedy
3496,1,0,greedy
3497,0,0,greedy
3498,1,0,greedy
3499,0,0,greedy
3500,1,0,greedy
3501,0,0,greedy
3502,1,0,greedy
3503,1,0,random
3504,0,0,greedy
3505,0,0,greedy
3506,1,0,greedy
3507,0,0,greedy
3508,1,0,random
3509,0,0,greedy
3510,1,0,greedy
3511,0,0,greedy
3512,1,3,greedy
3513,1,0,greedy
3514,1,0,random
3515,0,0,greedy
3516,1,0,greedy
3517,0,0,greedy
3518,1,0,greedy
3519,0,0,greedy
3520,1,0,greedy
3521,0,0,greedy
3522,1,0,greedy
3523,0,0,greedy
3524,1,0,greedy
3525,0,0,greedy
3526,1,0,greedy
3527,0,0,greedy
3528,1,0,greedy
3529,0,0,greedy
3530,1,0,greedy
3531,0,0,greedy
3532,1,0,greedy
3533,0,0,greedy
3534,1,0,greedy
3535,0,0,greedy
3536,1,0,greedy
3537,0,0,greedy
3538,1,0,random
3539,0,0,greedy
3540,1,0,greedy
3541,0,0,greedy
3542,1,0,greedy
3543,0,0,greedy
3544,1,0,greedy
3545,0,0,greedy
3546,1,0,greedy
3547,0,0,greedy
3548,1,0,greedy
3549,0,0,greedy
3550,1,0,greedy
3551,0,0,greedy
3552,1,0,greedy
3553,0,0,greedy
3554,1,0,greedy
3555,0,0,greedy
3556,1,0,greedy
3557,0,0,greedy
3558,1,0,greedy
3559,0,0,greedy
3560,1,0,greedy
3561,0,0,greedy
3562,1,0,greedy
3563,0,0,greedy
3564,1,0,greedy
3565,0,0,greedy
3566,1,0,greedy
3567,0,0,greedy
3568,1,0,greedy
3569,0,0,greedy
3570,1,0,greedy
3571,0,0,random
3572,1,0,greedy
3573,0,0,greedy
3574,1,0,greedy
3575,0,0,greedy
3576,1,0,greedy
3577,0,0,greedy
3578,1,0,greedy
3579,0,0,greedy
3580,1,0,greedy
3581,0,0,greedy
3582,1,0,greedy
3583,0,0,greedy
3584,0,0,random
3585,1,0,greedy
3586,1,0,greedy
3587,0,0,greedy
3588,1,0,greedy
3589,0,0,greedy
3590,1,0,greedy
3591,0,0,random
3592,1,0,greedy
3593,0,0,greedy
3594,1,0,greedy
3595,0,0,greedy
3596,1,0,greedy
3597,0,0,greedy
3598,1,0,greedy
3599,0,0,random
3600,1,0,greedy
3601,0,0,random
3602,1,0,greedy
3603,0,5,greedy
3604,0,0,greedy
3605,0,0,random
3606,0,0,greedy
3607,0,0,greedy
3608,0,0,greedy
3609,1,0,greedy
3610,0,0,greedy
3611,1,0,greedy
3612,0,0,greedy
3613,1,0,greedy
3614,0,0,greedy
3615,1,0,greedy
3616,0,0,greedy
3617,1,0,greedy
3618,0,0,greedy
3619,1,0,greedy
3620,0,0,greedy
3621,1,0,greedy
3622,0,0,greedy
3623,1,0,greedy
3624,0,0,greedy
3625,1,0,greedy
3626,0,0,greedy
3627,1,0,greedy
3628,1,0,random
3629,0,0,greedy
3630,0,0,greedy
3631,1,0,greedy
3632,0,0,greedy
3633,1,3,greedy
3634,1,0,greedy
3635,1,0,greedy
3636,1,0,random
3637,0,0,greedy
3638,1,0,greedy
3639,0,0,greedy
3640,1,0,random
3641,0,0,greedy
3642,1,0,greedy
3643,0,0,greedy
3644,1,0,greedy
3645,0,0,greedy
3646,1,0,greedy
3647,0,0,greedy
3648,1,0,greedy
3649,0,0,greedy
3650,1,0,greedy
3651,0,0,greedy
3652,0,0,random
3653,1,0,greedy
3654,1,0,greedy
3655,0,0,greedy
3656,1,0,greedy
3657,0,0,random
3658,1,0,greedy
3659,0,0,greedy
3660,1,3,greedy
3661,1,0,greedy
3662,1,0,greedy
3663,1,0,greedy
3664,1,0,greedy
3665,0,0,greedy
3666,1,0,greedy
3667,0,0,greedy
3668,1,0,greedy
3669,0,0,greedy
3670,1,0,greedy
3671,0,0,greedy
3672,1,0,greedy
3673,0,0,random
3674,1,0,greedy
3675,0,0,greedy
3676,1,0,greedy
3677,0,0,greedy
3678,1,0,random
3679,0,0,greedy
3680,1,0,greedy
3681,0,0,greedy
3682,1,0,greedy
3683,0,0,greedy
3684,1,0,greedy
3685,0,0,greedy
3686,1,0,greedy
3687,0,0,random
3688,1,0,random
3689,0,0,greedy
3690,1,0,greedy
3691,0,0,greedy
3692,1,0,greedy
3693,0,0,greedy
3694,1,3,greedy
3695,1,0,greedy
3696,1,0,greedy
3697,1,0,greedy
3698,1,3,greedy
3699,1,0,greedy
3700,1,0,greedy
3701,1,0,greedy
3702,1,0,greedy
3703,1,0,greedy
3704,1,0,greedy
3705,0,0,greedy
3706,1,0,greedy
3707,0,0,greedy
3708,1,0,greedy
3709,0,0,greedy
3710,1,0,greedy
3711,0,0,greedy
3712,1,0,greedy
3713,0,0,greedy
3714,1,0,greedy
3715,0,0,greedy
3716,1,0,greedy
3717,0,0,greedy
3718,1,0,greedy
3719,0,0,greedy
3720,1,0,greedy
3721,0,0,greedy
3722,1,0,random
3723,0,0,greedy
3724,1,0,greedy
3725,0,0,greedy
3726,1,0,greedy
3727,0,0,greedy
3728,1,0,greedy
3729,0,0,greedy
3730,1,0,greedy
3731,0,5,random
3732,0,0,greedy
3733,0,0,greedy
3734,0,0,greedy
3735,0,0,greedy
3736,0,0,greedy
3737,0,0,greedy
3738,1,0,random
3739,0,0,greedy
3740,0,0,random
3741,0,0,greedy
3742,0,0,greedy
3743,1,0,greedy
3744,0,0,greedy
3745,1,0,greedy
3746,0,0,greedy
3747,0,0,random
3748,1,0,greedy
3749,1,3,greedy
3750,0,0,random
3751,1,0,greedy
3752,1,0,greedy
3753,1,0,greedy
3754,0,0,random
3755,1,0,greedy
3756,1,0,greedy
3757,1,0,greedy
3758,1,3,greedy
3759,1,0,greedy
3760,1,0,greedy
3761,1,0,random
3762,1,0,greedy
3763,1,0,greedy
3764,1,0,greedy
3765,0,0,greedy
3766,1,0,greedy
3767,1,0,random
3768,0,0,greedy
3769,0,0,random
3770,1,0,greedy
3771,0,0,greedy
3772,1,0,greedy
3773,0,0,greedy
3774,1,0,greedy
3775,0,0,greedy
3776,1,0,greedy
3777,0,0,random
3778,1,0,greedy
3779,0,0,greedy
3780,1,0,greedy
3781,0,0,greedy
3782,1,0,greedy
3783,0,0,greedy
3784,1,0,greedy
3785,0,0,greedy
3786,1,0,greedy
3787,0,5,greedy
3788,0,0,greedy
3789,0,0,greedy
3790,0,0,greedy
3791,0,0,greedy
3792,0,0,greedy
3793,0,0,greedy
3794,0,0,greedy
3795,0,0,greedy
3796,1,0,random
3797,0,0,greedy
3798,0,0,greedy
3799,0,0,greedy
3800,0,0,greedy
3801,1,0,greedy
3802,0,0,greedy
3803,1,0,greedy
3804,0,0,greedy
3805,1,3,greedy
3806,1,0,greedy
3807,1,0,greedy
3808,1,0,greedy
3809,1,3,greedy
3810,0,0,random
3811,1,0,greedy
3812,0,0,random
3813,1,0,greedy
3814,1,0,greedy
3815,1,0,greedy
3816,1,0,greedy
3817,1,0,greedy
3818,1,0,greedy
3819,1,0,greedy
3820,0,0,random
3821,1,3,greedy
3822,1,0,greedy
3823,1,0,greedy
3824,1,0,greedy
3825,1,0,greedy
3826,1,0,greedy
3827,1,0,greedy
3828,1,0,greedy
3829,1,0,greedy
3830,0,5,greedy
3831,0,0,greedy
3832,1,0,random
3833,0,0,greedy
3834,0,0,greedy
3835,0,0,greedy
3836,0,0,greedy
3837,0,0,greedy
3838,0,0,random
3839,0,0,greedy
3840,0,0,greedy
3841,0,0,greedy
3842,0,0,greedy
3843,1,0,greedy
3844,0,0,greedy
3845,1,0,random
3846,0,0,greedy
3847,1,0,greedy
3848,0,0,greedy
3849,1,0,greedy
3850,0,0,greedy
3851,1,0,greedy
3852,0,0,greedy
3853,1,0,greedy
3854,0,0,greedy
3855,1,0,greedy
3856,0,0,greedy
3857,1,0,greedy
3858,0,0,greedy
3859,1,0,greedy
3860,0,0,greedy
3861,1,0,greedy
3862,0,0,greedy
3863,1,0,greedy
3864,0,0,greedy
3865,1,0,greedy
3866,0,0,greedy
3867,1,0,greedy
3868,0,0,greedy
3869,1,0,greedy
3870,0,0,random
3871,1,3,greedy
3872,1,0,greedy
3873,1,0,greedy
3874,1,0,greedy
3875,1,0,greedy
3876,1,0,greedy
3877,0,0,random
3878,1,0,greedy
3879,1,0,greedy
3880,1,0,greedy
3881,1,0,greedy
3882,0,0,greedy
3883,1,0,greedy
3884,1,0,random
3885,0,0,greedy
3886,0,0,greedy
3887,1,0,greedy
3888,0,0,greedy
3889,1,0,greedy
3890,1,0,random
3891,0,0,greedy
3892,0,0,greedy
3893,1,0,greedy
3894,0,0,random
3895,1,0,random
3896,0,0,greedy
3897,1,0,greedy
3898,0,0,greedy
3899,1,0,greedy
3900,0,0,greedy
3901,1,0,greedy
3902,0,0,greedy
3903,1,0,greedy
3904,0,0,greedy
3905,1,0,greedy
3906,0,5,greedy
3907,0,0,greedy
3908,0,0,greedy
3909,0,0,greedy
3910,0,0,greedy
3911,0,0,greedy
3912,0,0,random
3913,0,0,greedy
3914,0,0,greedy
3915,0,0,greedy
3916,0,0,greedy
3917,0,0,greedy
3918,0,0,greedy
3919,0,0,greedy
3920,0,5,greedy
3921,1,0,random
3922,0,0,greedy
3923,0,0,greedy
3924,0,0,greedy
3925,0,0,greedy
3926,0,0,greedy
3927,0,0,greedy
3928,0,0,greedy
3929,0,0,greedy
3930,0,0,greedy
3931,0,0,greedy
3932,0,0,greedy
3933,0,0,greedy
3934,0,5,greedy
3935,0,0,greedy
3936,0,5,greedy
3937,0,0,greedy
3938,0,5,random
3939,0,0,greedy
3940,0,5,greedy
3941,0,0,greedy
3942,0,5,greedy
3943,0,0,greedy
3944,0,5,greedy
3945,0,0,greedy
3946,0,5,greedy
3947,0,0,greedy
3948,0,5,greedy
3949,0,0,greedy
3950,0,5,greedy
3951,0,0,greedy
3952,0,5,greedy
3953,0,0,greedy
3954,0,5,greedy
3955,0,0,greedy
3956,0,5,random
3957,0,0,greedy
3958,0,5,greedy
3959,0,0,greedy
3960,0,0,random
3961,0,5,greedy
3962,0,5,greedy
3963,0,0,greedy
3964,0,5,greedy
3965,0,0,greedy
3966,0,5,random
3967,0,5,greedy
3968,0,0,random
3969,0,0,greedy
3970,0,5,greedy
3971,0,0,greedy
