iter_b,action_b,payoff_b,selection_method_b
1382,0,0,greedy
1383,0,0,greedy
1384,1,3,random
1385,0,5,greedy
1386,1,3,random
1387,0,0,greedy
1388,0,5,greedy
1389,1,3,random
1390,0,5,greedy
1391,0,5,greedy
1392,0,5,greedy
1393,0,5,greedy
1394,0,0,greedy
1395,0,5,greedy
1396,0,0,greedy
1397,0,5,greedy
1398,0,0,greedy
1399,1,3,random
1400,1,3,random
1401,0,5,greedy
1402,0,5,greedy
1403,0,5,random
1404,0,0,greedy
1405,0,5,greedy
1406,0,0,greedy
1407,0,5,random
1408,0,0,greedy
1409,0,5,greedy
1410,0,0,greedy
1411,0,5,greedy
1412,0,5,random
1413,0,0,greedy
1414,0,0,greedy
1415,0,5,greedy
1416,0,0,greedy
1417,0,5,greedy
1418,0,5,greedy
1419,0,0,greedy
1420,0,0,random
1421,0,5,greedy
1422,1,0,random
1423,0,0,greedy
1424,0,0,greedy
1425,0,0,greedy
1426,0,5,greedy
1427,0,0,random
1428,0,5,greedy
1429,0,0,greedy
1430,0,0,greedy
1431,0,5,greedy
1432,0,0,greedy
1433,0,0,greedy
1434,0,5,greedy
1435,0,0,greedy
1436,0,5,greedy
1437,0,5,greedy
1438,0,0,greedy
1439,1,3,random
1440,0,5,greedy
1441,0,5,greedy
1442,1,3,random
1443,0,5,greedy
1444,0,5,greedy
1445,0,0,greedy
1446,0,5,greedy
1447,0,0,greedy
1448,0,5,random
1449,0,0,greedy
1450,0,5,greedy
1451,0,0,greedy
1452,0,5,greedy
1453,0,0,greedy
1454,0,5,greedy
1455,0,0,greedy
1456,0,5,greedy
1457,1,0,random
1458,0,5,greedy
1459,0,0,greedy
1460,0,0,greedy
1461,0,0,greedy
1462,0,0,random
1463,0,0,greedy
1464,0,5,greedy
1465,0,0,greedy
1466,0,5,greedy
1467,0,0,greedy
1468,0,5,greedy
1469,0,0,greedy
1470,0,5,greedy
1471,0,0,greedy
1472,0,5,greedy
1473,0,0,greedy
1474,0,5,greedy
1475,0,0,greedy
1476,0,5,greedy
1477,0,0,greedy
1478,0,5,greedy
1479,0,0,greedy
1480,0,5,greedy
1481,0,0,greedy
1482,0,5,greedy
1483,0,0,greedy
1484,0,5,greedy
1485,0,0,greedy
1486,0,5,greedy
1487,0,0,greedy
1488,1,3,random
1489,0,5,greedy
1490,0,5,greedy
1491,0,5,random
1492,0,0,greedy
1493,0,5,greedy
1494,0,0,greedy
1495,0,5,greedy
1496,0,0,greedy
1497,0,5,greedy
1498,0,0,greedy
1499,0,5,greedy
1500,0,0,greedy
1501,0,5,greedy
1502,0,0,random
1503,0,5,greedy
1504,0,0,greedy
1505,0,5,greedy
1506,0,0,greedy
1507,0,5,greedy
1508,0,0,greedy
1509,0,5,greedy
1510,0,0,greedy
1511,0,5,greedy
1512,0,0,greedy
1513,0,5,greedy
1514,0,5,greedy
1515,0,0,greedy
1516,0,0,greedy
1517,0,5,greedy
1518,0,0,greedy
1519,0,5,greedy
1520,0,0,greedy
1521,0,5,greedy
1522,0,0,greedy
1523,0,5,greedy
1524,0,0,greedy
1525,0,0,greedy
1526,0,5,greedy
1527,0,5,random
1528,0,0,greedy
1529,0,5,greedy
1530,0,0,greedy
1531,0,5,greedy
1532,0,0,greedy
1533,0,5,greedy
1534,0,0,greedy
1535,0,5,greedy
1536,0,0,greedy
1537,0,5,greedy
1538,0,0,greedy
1539,0,5,greedy
1540,0,0,random
1541,0,0,random
1542,0,5,greedy
1543,0,5,greedy
1544,0,0,greedy
1545,1,3,random
1546,0,5,greedy
1547,0,5,random
1548,0,5,greedy
1549,0,5,greedy
1550,0,0,greedy
1551,0,5,greedy
1552,0,0,greedy
1553,0,5,greedy
1554,0,0,greedy
1555,0,5,greedy
1556,0,0,greedy
1557,0,5,greedy
1558,0,0,greedy
1559,0,5,greedy
1560,0,0,greedy
1561,0,5,random
1562,0,0,greedy
1563,0,5,greedy
1564,0,0,greedy
1565,0,5,greedy
1566,0,0,greedy
1567,0,5,greedy
1568,1,0,random
1569,0,0,random
1570,0,0,greedy
1571,0,0,greedy
1572,0,0,greedy
1573,0,0,greedy
1574,0,0,greedy
1575,1,0,random
1576,0,0,greedy
1577,0,0,greedy
1578,0,0,greedy
1579,0,5,greedy
1580,0,5,greedy
1581,0,0,greedy
1582,0,0,greedy
1583,0,0,greedy
1584,0,0,greedy
1585,0,0,greedy
1586,0,0,greedy
1587,0,5,greedy
1588,1,0,random
1589,0,0,greedy
1590,0,0,greedy
1591,0,0,greedy
1592,0,0,greedy
1593,0,0,greedy
1594,0,0,greedy
1595,0,0,greedy
1596,1,3,greedy
1597,1,3,greedy
1598,1,3,greedy
1599,1,3,greedy
1600,1,3,greedy
1601,1,3,greedy
1602,1,3,greedy
1603,1,3,greedy
1604,1,3,greedy
1605,1,3,greedy
1606,1,3,greedy
1607,1,3,greedy
1608,1,3,greedy
1609,1,3,greedy
1610,1,3,greedy
1611,1,3,random
1612,1,3,greedy
1613,1,3,greedy
1614,1,3,greedy
1615,1,3,greedy
1616,1,3,greedy
1617,1,3,greedy
1618,1,3,greedy
1619,1,3,greedy
1620,0,5,random
1621,0,5,random
1622,1,3,greedy
1623,1,3,greedy
1624,1,3,greedy
1625,1,3,greedy
1626,1,3,greedy
1627,1,3,greedy
1628,1,3,greedy
1629,1,3,random
1630,1,3,greedy
1631,1,3,greedy
1632,1,3,random
1633,1,3,greedy
1634,1,3,greedy
1635,1,3,greedy
1636,1,3,greedy
1637,1,3,greedy
1638,1,3,greedy
1639,1,3,greedy
1640,1,3,greedy
1641,1,0,greedy
1642,1,3,greedy
1643,1,3,random
1644,1,3,greedy
1645,1,3,greedy
1646,1,3,greedy
1647,1,3,greedy
1648,1,3,greedy
1649,1,0,greedy
1650,1,3,greedy
1651,1,3,greedy
1652,1,3,greedy
1653,1,3,greedy
1654,1,3,greedy
1655,1,3,greedy
1656,1,3,greedy
1657,1,3,greedy
1658,1,3,greedy
1659,1,3,greedy
1660,1,3,greedy
1661,1,3,greedy
1662,1,3,greedy
1663,1,3,greedy
1664,1,3,greedy
1665,1,3,greedy
1666,1,3,greedy
1667,1,0,greedy
1668,1,3,greedy
1669,1,3,greedy
1670,1,3,greedy
1671,1,0,greedy
1672,1,3,greedy
1673,1,3,greedy
1674,1,3,greedy
1675,0,5,random
1676,1,3,greedy
1677,1,3,greedy
1678,1,3,greedy
1679,1,3,greedy
1680,1,3,greedy
1681,1,3,greedy
1682,1,3,greedy
1683,1,3,greedy
1684,1,3,greedy
1685,1,3,greedy
1686,1,3,greedy
1687,1,3,random
1688,1,3,greedy
1689,1,3,greedy
1690,1,3,greedy
1691,1,3,greedy
1692,1,3,greedy
1693,1,3,greedy
1694,1,0,random
1695,1,3,greedy
1696,1,3,greedy
1697,1,3,greedy
1698,1,3,greedy
1699,1,3,greedy
1700,1,3,greedy
1701,1,3,greedy
1702,1,3,greedy
1703,1,3,greedy
1704,1,3,greedy
1705,1,3,greedy
1706,1,3,greedy
1707,1,3,greedy
1708,1,3,greedy
1709,1,3,greedy
1710,1,3,greedy
1711,1,3,greedy
1712,1,3,greedy
1713,1,3,greedy
1714,1,3,random
1715,1,3,greedy
1716,1,3,greedy
1717,1,3,greedy
1718,1,3,random
1719,1,3,greedy
1720,1,3,greedy
1721,1,3,greedy
1722,1,3,greedy
1723,1,3,greedy
1724,1,3,greedy
1725,1,3,greedy
1726,1,3,greedy
1727,1,3,greedy
1728,1,3,greedy
1729,1,3,greedy
1730,1,3,greedy
1731,1,3,greedy
1732,0,5,random
1733,1,3,greedy
1734,1,3,greedy
1735,1,3,greedy
1736,1,3,greedy
1737,1,3,greedy
1738,1,3,greedy
1739,1,3,greedy
1740,1,3,greedy
1741,1,3,random
1742,1,3,greedy
1743,1,3,greedy
1744,1,3,greedy
1745,0,5,random
1746,1,3,random
1747,1,3,greedy
1748,1,3,greedy
1749,1,3,greedy
1750,1,3,greedy
1751,1,3,greedy
1752,1,3,greedy
1753,1,3,greedy
1754,1,3,greedy
1755,1,0,random
1756,1,3,greedy
1757,1,3,greedy
1758,1,3,greedy
1759,1,3,greedy
1760,1,3,greedy
1761,1,3,greedy
1762,0,5,random
1763,1,3,greedy
1764,1,3,greedy
1765,1,0,greedy
1766,1,3,random
1767,1,3,greedy
1768,1,3,greedy
1769,1,3,greedy
1770,1,3,greedy
1771,1,3,greedy
1772,1,3,random
1773,0,5,random
1774,1,3,greedy
1775,1,3,greedy
1776,1,3,greedy
1777,0,5,random
1778,1,3,greedy
1779,1,3,greedy
1780,1,3,greedy
1781,1,3,greedy
1782,1,3,greedy
1783,1,3,greedy
1784,1,3,greedy
1785,1,3,greedy
1786,1,3,greedy
1787,1,3,greedy
1788,1,3,random
1789,1,3,greedy
1790,1,3,greedy
1791,1,3,greedy
1792,1,3,greedy
1793,1,3,greedy
1794,1,3,greedy
1795,1,3,greedy
1796,1,3,greedy
1797,1,3,greedy
1798,1,3,greedy
1799,1,3,greedy
1800,1,3,greedy
1801,1,3,greedy
1802,1,3,greedy
1803,1,3,greedy
1804,1,3,greedy
1805,1,3,random
1806,1,3,greedy
1807,1,3,greedy
1808,1,3,random
1809,1,0,greedy
1810,1,3,greedy
1811,1,3,greedy
1812,1,3,greedy
1813,1,3,greedy
1814,1,3,greedy
1815,1,3,greedy
1816,1,3,greedy
1817,1,3,greedy
1818,1,3,random
1819,1,3,greedy
1820,1,3,greedy
1821,1,3,greedy
1822,1,3,greedy
1823,1,3,greedy
1824,1,3,greedy
1825,1,3,greedy
1826,1,3,greedy
1827,1,3,greedy
1828,1,3,greedy
1829,1,3,greedy
1830,1,3,greedy
1831,1,3,greedy
1832,1,3,random
1833,1,3,greedy
1834,1,3,greedy
1835,1,3,greedy
1836,1,3,greedy
1837,1,3,greedy
1838,1,0,greedy
1839,1,3,greedy
1840,1,3,greedy
1841,1,3,greedy
1842,1,3,greedy
1843,1,3,greedy
1844,1,3,random
1845,1,3,greedy
1846,1,3,greedy
1847,1,3,greedy
1848,1,3,greedy
1849,1,3,greedy
1850,1,3,greedy
1851,1,0,greedy
1852,1,3,greedy
1853,1,3,random
1854,1,3,greedy
1855,1,3,greedy
1856,1,3,greedy
1857,0,5,random
1858,1,3,greedy
1859,1,3,greedy
1860,1,3,greedy
1861,1,3,greedy
1862,1,3,greedy
1863,1,3,greedy
1864,1,3,greedy
1865,1,3,greedy
1866,1,3,greedy
1867,1,3,greedy
1868,1,3,greedy
1869,1,3,greedy
1870,1,3,greedy
1871,1,3,greedy
1872,1,3,greedy
1873,1,3,greedy
1874,0,5,random
1875,1,3,random
1876,1,3,greedy
1877,1,3,greedy
1878,1,3,greedy
1879,1,3,greedy
1880,1,3,random
1881,1,3,greedy
1882,1,3,greedy
1883,0,5,random
1884,1,3,greedy
1885,1,3,greedy
1886,0,5,random
1887,1,3,greedy
1888,1,3,greedy
1889,1,3,greedy
1890,1,3,greedy
1891,1,3,greedy
1892,1,3,greedy
1893,1,3,greedy
1894,1,3,greedy
1895,1,3,greedy
1896,1,3,greedy
1897,1,0,greedy
1898,1,3,greedy
1899,1,3,greedy
1900,1,3,greedy
1901,1,3,greedy
1902,1,3,greedy
1903,1,3,greedy
1904,1,3,greedy
1905,1,3,greedy
1906,1,3,greedy
1907,1,3,greedy
1908,1,3,greedy
1909,1,3,greedy
1910,1,3,greedy
1911,1,3,greedy
1912,1,3,greedy
1913,1,3,greedy
1914,1,3,greedy
1915,1,3,greedy
1916,1,3,greedy
1917,1,3,greedy
1918,1,3,greedy
1919,1,3,greedy
1920,1,3,greedy
1921,1,3,greedy
1922,1,3,greedy
1923,1,3,greedy
1924,1,3,greedy
1925,1,3,greedy
1926,1,3,greedy
1927,1,3,greedy
1928,1,3,greedy
1929,1,3,greedy
1930,1,3,greedy
1931,1,3,greedy
1932,1,3,greedy
1933,0,5,random
1934,1,3,greedy
1935,1,3,greedy
1936,1,3,greedy
1937,1,3,greedy
1938,1,0,greedy
1939,1,3,greedy
1940,1,3,greedy
1941,1,3,greedy
1942,1,3,greedy
1943,1,3,greedy
1944,1,3,greedy
1945,1,3,greedy
1946,1,3,greedy
1947,1,3,greedy
1948,1,3,greedy
1949,1,3,greedy
1950,1,3,greedy
1951,1,3,greedy
1952,1,3,greedy
1953,1,3,greedy
1954,1,3,greedy
1955,1,3,greedy
1956,1,3,greedy
1957,1,3,greedy
1958,1,3,greedy
1959,1,3,greedy
1960,1,3,greedy
1961,1,3,greedy
1962,1,3,greedy
1963,1,3,greedy
1964,1,3,greedy
1965,1,3,greedy
1966,1,3,greedy
1967,0,5,random
1968,1,3,greedy
1969,1,3,greedy
1970,1,3,greedy
1971,1,0,random
1972,1,3,greedy
1973,1,3,greedy
1974,1,3,greedy
1975,1,3,greedy
1976,1,3,greedy
1977,0,5,random
1978,1,3,random
1979,1,3,greedy
1980,1,3,greedy
1981,1,3,greedy
1982,1,3,greedy
1983,1,3,greedy
1984,1,0,random
1985,1,3,greedy
1986,1,3,greedy
1987,1,3,greedy
1988,1,3,greedy
1989,1,3,greedy
1990,1,3,greedy
1991,1,3,greedy
1992,1,3,greedy
1993,1,3,greedy
1994,1,3,greedy
1995,1,3,greedy
1996,1,3,greedy
1997,1,3,greedy
1998,1,3,greedy
1999,1,3,greedy
2000,1,3,greedy
2001,1,3,greedy
2002,1,0,greedy
2003,1,0,greedy
2004,1,3,greedy
2005,1,3,greedy
2006,1,3,greedy
2007,1,3,greedy
2008,1,3,greedy
2009,1,3,greedy
2010,1,3,greedy
2011,1,3,greedy
2012,1,3,greedy
2013,1,3,greedy
2014,1,3,greedy
2015,1,3,greedy
2016,1,3,greedy
2017,1,3,random
2018,1,3,greedy
2019,1,3,greedy
2020,1,3,greedy
2021,1,3,greedy
2022,1,3,greedy
2023,1,3,greedy
2024,1,3,greedy
2025,1,3,greedy
2026,1,3,greedy
2027,1,3,greedy
2028,1,3,greedy
2029,1,3,greedy
2030,1,3,greedy
2031,1,3,greedy
2032,1,3,greedy
2033,1,3,greedy
2034,1,3,greedy
2035,1,3,greedy
2036,1,3,greedy
2037,1,3,greedy
2038,1,3,random
2039,1,3,greedy
2040,1,3,greedy
2041,1,3,greedy
2042,1,3,greedy
2043,1,3,random
2044,1,0,greedy
2045,1,3,greedy
2046,1,3,greedy
2047,1,3,greedy
2048,1,3,greedy
2049,1,3,greedy
2050,1,3,greedy
2051,1,3,greedy
2052,1,3,greedy
2053,1,3,greedy
2054,1,3,greedy
2055,1,3,greedy
2056,1,3,greedy
2057,1,3,greedy
2058,1,3,random
2059,1,3,greedy
2060,1,3,greedy
2061,1,3,greedy
2062,1,3,greedy
2063,0,5,random
2064,1,3,greedy
2065,1,3,greedy
2066,1,3,greedy
2067,1,3,greedy
2068,1,3,greedy
2069,1,3,greedy
2070,1,3,random
2071,1,3,greedy
2072,1,3,greedy
2073,1,3,greedy
2074,1,3,greedy
2075,1,3,greedy
2076,1,3,greedy
2077,1,3,greedy
2078,1,3,greedy
2079,1,3,greedy
2080,1,3,greedy
2081,1,3,greedy
2082,1,3,greedy
2083,1,3,greedy
2084,1,3,greedy
2085,1,3,greedy
2086,1,3,greedy
2087,1,3,greedy
2088,1,3,greedy
2089,1,3,greedy
2090,1,3,greedy
2091,1,3,greedy
2092,1,3,greedy
2093,1,3,greedy
2094,1,3,greedy
2095,1,3,greedy
2096,1,3,greedy
2097,0,5,random
2098,1,3,greedy
2099,1,3,greedy
2100,1,3,random
2101,1,3,greedy
2102,1,3,greedy
2103,1,3,greedy
2104,0,0,random
2105,1,3,greedy
2106,1,0,greedy
2107,1,3,greedy
2108,1,3,greedy
2109,1,3,random
2110,1,3,greedy
2111,1,3,greedy
2112,1,0,greedy
2113,1,3,greedy
2114,1,3,greedy
2115,1,3,random
2116,1,3,greedy
2117,1,3,greedy
2118,1,3,greedy
2119,1,3,greedy
2120,1,3,greedy
2121,1,3,greedy
2122,1,3,random
2123,1,3,greedy
2124,1,3,greedy
2125,1,3,greedy
2126,1,3,greedy
2127,1,3,greedy
2128,1,3,greedy
2129,0,5,random
2130,1,3,greedy
2131,1,3,greedy
2132,0,5,random
2133,0,5,greedy
2134,0,0,greedy
2135,0,5,greedy
2136,0,5,greedy
2137,0,5,greedy
2138,0,5,greedy
2139,0,5,greedy
2140,0,5,greedy
2141,0,5,greedy
2142,0,5,greedy
2143,0,0,greedy
2144,0,5,greedy
2145,0,0,greedy
2146,0,5,random
2147,1,0,random
2148,0,0,greedy
2149,0,5,greedy
2150,0,0,greedy
2151,0,5,greedy
2152,0,0,greedy
2153,0,5,random
2154,0,0,greedy
2155,0,5,greedy
2156,1,0,random
2157,0,0,greedy
2158,0,0,greedy
2159,1,0,random
2160,0,0,greedy
2161,0,5,greedy
2162,0,0,greedy
2163,0,5,greedy
2164,0,0,greedy
2165,0,5,greedy
2166,0,0,greedy
2167,0,5,greedy
2168,0,0,greedy
2169,0,0,greedy
2170,0,5,greedy
2171,0,5,greedy
2172,0,0,greedy
2173,0,5,greedy
2174,0,0,greedy
2175,0,5,greedy
2176,0,0,greedy
2177,0,5,greedy
2178,0,0,random
2179,0,5,greedy
2180,0,0,greedy
2181,0,5,random
2182,0,0,greedy
2183,0,5,random
2184,0,0,greedy
2185,1,3,greedy
2186,1,3,greedy
2187,1,3,greedy
2188,1,3,greedy
2189,1,3,greedy
2190,1,3,greedy
2191,1,3,greedy
2192,1,3,greedy
2193,1,3,random
2194,1,0,greedy
2195,1,3,random
2196,1,3,greedy
2197,1,3,greedy
2198,1,3,greedy
2199,1,3,greedy
2200,1,3,greedy
2201,1,3,greedy
2202,0,5,random
2203,0,5,random
2204,0,5,greedy
2205,0,5,greedy
2206,0,0,greedy
2207,0,5,greedy
2208,0,0,greedy
2209,0,5,greedy
2210,0,0,greedy
2211,0,5,greedy
2212,0,0,greedy
2213,0,5,greedy
2214,0,0,random
2215,0,5,greedy
2216,0,0,greedy
2217,0,5,greedy
2218,0,0,greedy
2219,1,3,greedy
2220,1,3,greedy
2221,0,5,random
2222,0,5,random
2223,0,0,greedy
2224,0,5,greedy
2225,0,5,greedy
2226,0,0,greedy
2227,0,0,greedy
2228,1,3,greedy
2229,1,3,greedy
2230,1,3,random
2231,1,3,greedy
2232,0,5,random
2233,0,5,greedy
2234,0,5,random
2235,0,0,greedy
2236,0,5,greedy
2237,0,0,greedy
2238,0,5,greedy
2239,0,0,random
2240,0,5,greedy
2241,0,0,greedy
2242,0,5,greedy
2243,0,0,greedy
2244,1,3,greedy
2245,1,3,greedy
2246,0,5,random
2247,0,5,greedy
2248,0,0,greedy
2249,0,5,greedy
2250,0,0,greedy
2251,0,5,greedy
2252,0,5,greedy
2253,0,0,random
2254,0,0,greedy
2255,1,3,greedy
2256,1,3,greedy
2257,1,3,greedy
2258,0,5,random
2259,0,5,greedy
2260,0,5,greedy
2261,0,0,greedy
2262,0,5,greedy
2263,0,0,greedy
2264,0,5,greedy
2265,0,0,greedy
2266,0,5,greedy
2267,0,0,greedy
2268,1,3,greedy
2269,1,3,greedy
2270,1,3,greedy
2271,1,3,greedy
2272,1,3,greedy
2273,1,3,greedy
2274,1,3,greedy
2275,1,3,greedy
2276,1,3,greedy
2277,1,3,greedy
2278,1,3,greedy
2279,1,3,greedy
2280,1,3,greedy
2281,1,3,greedy
2282,1,3,greedy
2283,1,3,greedy
2284,1,3,greedy
2285,1,3,greedy
2286,1,3,greedy
2287,1,3,greedy
2288,1,3,greedy
2289,0,5,random
2290,1,3,greedy
2291,1,3,greedy
2292,1,3,greedy
2293,1,3,greedy
2294,1,3,greedy
2295,1,3,greedy
2296,1,3,greedy
2297,1,3,greedy
2298,1,3,greedy
2299,1,0,greedy
2300,0,0,greedy
2301,1,3,greedy
2302,1,3,greedy
2303,1,3,greedy
2304,1,3,greedy
2305,0,5,random
2306,0,5,greedy
2307,0,0,greedy
2308,1,3,greedy
2309,1,3,greedy
2310,1,3,greedy
2311,1,3,greedy
2312,0,5,random
2313,0,5,greedy
2314,0,5,greedy
2315,0,5,greedy
2316,1,3,random
2317,0,5,greedy
2318,0,5,greedy
2319,0,5,greedy
2320,0,5,greedy
2321,0,5,greedy
2322,0,5,greedy
2323,0,5,greedy
2324,0,5,greedy
2325,0,5,greedy
2326,0,5,greedy
2327,0,5,greedy
2328,0,0,greedy
2329,0,5,greedy
2330,0,0,greedy
2331,0,5,greedy
2332,0,0,greedy
2333,0,5,greedy
2334,0,0,greedy
2335,0,0,greedy
2336,0,5,greedy
2337,0,5,greedy
2338,0,5,greedy
2339,0,0,greedy
2340,0,0,greedy
2341,0,5,greedy
2342,0,0,greedy
2343,0,5,greedy
2344,0,0,greedy
2345,0,5,greedy
2346,0,0,greedy
2347,0,5,greedy
2348,0,0,greedy
2349,1,3,random
2350,0,5,greedy
2351,0,5,greedy
2352,0,0,greedy
2353,0,5,greedy
2354,0,0,greedy
2355,0,5,greedy
2356,0,0,greedy
2357,0,5,greedy
2358,0,0,greedy
2359,0,5,greedy
2360,0,0,greedy
2361,0,5,greedy
2362,0,0,greedy
2363,0,5,greedy
2364,0,0,greedy
2365,0,5,greedy
2366,0,0,greedy
2367,0,5,greedy
2368,0,5,greedy
2369,0,0,greedy
2370,0,0,greedy
2371,0,5,greedy
2372,0,0,greedy
2373,0,5,greedy
2374,0,0,greedy
2375,0,5,greedy
2376,0,0,greedy
2377,0,5,greedy
2378,0,0,greedy
2379,0,5,greedy
2380,1,0,random
2381,0,0,greedy
2382,0,0,greedy
2383,0,0,random
2384,1,0,greedy
2385,1,0,greedy
2386,0,0,greedy
2387,1,0,greedy
2388,0,0,greedy
2389,1,0,greedy
2390,0,0,greedy
2391,0,0,random
2392,1,0,greedy
2393,1,0,greedy
2394,1,0,random
2395,0,0,random
2396,0,0,greedy
2397,1,0,greedy
2398,0,0,greedy
2399,1,0,greedy
2400,0,5,greedy
2401,0,0,greedy
2402,0,0,greedy
2403,1,0,greedy
2404,0,0,random
2405,1,0,greedy
2406,0,0,greedy
2407,1,0,greedy
2408,0,0,greedy
2409,1,0,greedy
2410,0,0,greedy
2411,1,0,greedy
2412,0,0,greedy
2413,1,0,greedy
2414,0,0,greedy
2415,1,0,greedy
2416,0,0,greedy
2417,1,0,greedy
2418,0,0,greedy
2419,1,0,greedy
2420,0,0,greedy
2421,1,0,greedy
2422,0,0,greedy
2423,1,0,greedy
2424,0,5,random
2425,0,0,greedy
2426,0,0,greedy
2427,1,0,greedy
2428,0,5,greedy
2429,0,0,greedy
2430,0,0,greedy
2431,1,0,greedy
2432,0,0,random
2433,1,0,greedy
2434,0,0,greedy
2435,1,0,greedy
2436,0,0,random
2437,1,0,greedy
2438,0,0,greedy
2439,1,0,greedy
2440,0,0,greedy
2441,1,0,greedy
2442,0,0,greedy
2443,1,0,greedy
2444,0,0,greedy
2445,1,0,greedy
2446,0,0,greedy
2447,1,0,greedy
2448,0,0,greedy
2449,1,0,greedy
2450,0,0,greedy
2451,1,0,greedy
2452,0,0,greedy
2453,1,0,greedy
2454,0,0,greedy
2455,1,0,greedy
2456,0,0,greedy
2457,1,0,greedy
2458,0,0,greedy
2459,1,0,greedy
2460,0,0,greedy
2461,1,0,greedy
2462,0,0,greedy
2463,1,0,greedy
2464,0,0,greedy
2465,1,0,greedy
2466,0,0,greedy
2467,1,0,greedy
2468,0,5,greedy
2469,0,0,greedy
2470,0,0,greedy
2471,0,0,greedy
2472,1,0,greedy
2473,0,0,random
2474,1,0,greedy
2475,0,0,greedy
2476,1,0,greedy
2477,0,0,greedy
2478,1,3,greedy
2479,1,0,greedy
2480,1,0,greedy
2481,0,0,random
2482,1,0,greedy
2483,0,0,greedy
2484,1,0,greedy
2485,0,0,greedy
2486,1,0,greedy
2487,0,0,greedy
2488,1,0,greedy
2489,0,0,greedy
2490,1,0,greedy
2491,0,0,greedy
2492,1,0,greedy
2493,0,0,greedy
2494,1,0,greedy
2495,0,0,greedy
2496,1,0,greedy
2497,0,0,greedy
2498,1,0,greedy
2499,0,0,greedy
2500,1,0,greedy
2501,0,0,greedy
2502,1,0,greedy
2503,0,0,greedy
2504,0,0,random
2505,1,0,greedy
2506,1,3,greedy
2507,1,0,greedy
2508,0,0,greedy
2509,1,0,greedy
2510,0,0,greedy
2511,1,3,greedy
2512,1,0,greedy
2513,1,0,greedy
2514,0,0,greedy
2515,0,0,random
2516,0,0,random
2517,1,0,greedy
2518,1,0,greedy
2519,1,0,greedy
2520,0,0,greedy
2521,0,0,random
2522,1,0,greedy
2523,1,0,greedy
2524,0,0,greedy
2525,1,0,greedy
2526,0,0,greedy
2527,1,0,greedy
2528,0,0,greedy
2529,1,0,greedy
2530,0,0,greedy
2531,1,0,greedy
2532,0,0,greedy
2533,1,0,greedy
2534,0,0,greedy
2535,1,0,greedy
2536,0,0,greedy
2537,1,0,greedy
2538,0,0,greedy
2539,1,0,greedy
2540,0,0,greedy
2541,1,0,greedy
2542,0,0,greedy
2543,0,0,random
2544,1,3,greedy
2545,1,0,greedy
2546,1,0,greedy
2547,1,0,greedy
2548,0,0,random
2549,1,0,random
2550,0,0,greedy
2551,0,0,random
2552,1,0,greedy
2553,1,0,greedy
2554,0,0,greedy
2555,1,0,greedy
2556,0,0,greedy
2557,1,0,greedy
2558,0,0,greedy
2559,1,0,random
2560,0,0,greedy
2561,1,0,greedy
2562,0,0,greedy
2563,1,0,greedy
2564,0,0,greedy
2565,1,0,greedy
2566,0,0,greedy
2567,1,0,greedy
2568,0,0,greedy
2569,1,0,random
2570,0,0,greedy
2571,1,0,greedy
2572,0,0,greedy
2573,1,0,greedy
2574,0,0,greedy
2575,1,0,greedy
2576,0,0,greedy
2577,1,0,greedy
2578,0,0,greedy
2579,1,0,greedy
2580,0,0,greedy
2581,1,0,greedy
2582,0,0,greedy
2583,1,0,greedy
2584,0,0,greedy
2585,1,0,greedy
2586,0,0,greedy
2587,1,0,greedy
2588,0,0,greedy
2589,1,0,greedy
2590,0,0,greedy
2591,1,0,greedy
2592,0,0,greedy
2593,1,0,greedy
2594,0,0,greedy
2595,1,0,greedy
2596,0,0,greedy
2597,1,0,greedy
2598,0,0,greedy
2599,1,0,greedy
2600,0,0,greedy
2601,1,0,greedy
2602,0,5,greedy
2603,0,0,greedy
2604,0,0,greedy
2605,0,0,greedy
2606,0,0,greedy
2607,0,0,greedy
2608,1,0,greedy
2609,1,0,random
2610,0,0,greedy
2611,0,0,greedy
2612,1,0,greedy
2613,0,0,greedy
2614,1,3,greedy
2615,1,3,greedy
2616,1,0,greedy
2617,1,3,greedy
2618,1,3,greedy
2619,1,0,greedy
2620,1,0,greedy
2621,1,0,greedy
2622,1,0,greedy
2623,0,0,random
2624,1,3,greedy
2625,1,0,greedy
2626,1,0,greedy
2627,1,3,greedy
2628,1,0,greedy
2629,1,0,greedy
2630,1,0,greedy
2631,1,0,greedy
2632,1,0,greedy
2633,1,0,greedy
2634,0,0,greedy
2635,1,0,greedy
2636,0,0,greedy
2637,1,0,greedy
2638,0,0,greedy
2639,1,0,greedy
2640,0,0,greedy
2641,1,0,greedy
2642,0,0,greedy
2643,1,0,greedy
2644,0,0,greedy
2645,1,0,greedy
2646,0,0,greedy
2647,1,0,greedy
2648,0,0,greedy
2649,1,0,greedy
2650,0,0,greedy
2651,1,0,greedy
2652,0,0,greedy
2653,1,0,greedy
2654,0,0,greedy
2655,1,0,greedy
2656,0,0,greedy
2657,1,0,greedy
2658,0,0,greedy
2659,1,0,greedy
2660,0,0,greedy
2661,1,0,greedy
2662,0,0,greedy
2663,1,0,greedy
2664,0,0,greedy
2665,1,0,random
2666,0,0,greedy
2667,1,0,greedy
2668,1,0,random
2669,0,0,greedy
2670,0,0,greedy
2671,1,3,greedy
2672,1,3,greedy
2673,1,0,greedy
2674,1,0,greedy
2675,1,0,random
2676,1,3,greedy
