iter_b,zero_prob_b,one_prob_b
6433,0.06,0.94
6434,0.06,0.94
6435,0.06,0.94
6436,0.06,0.94
6437,0.06,0.94
6438,0.06,0.94
6439,0.06,0.94
6440,0.06,0.94
6441,0.06,0.94
6442,0.06,0.94
6443,0.06,0.94
6444,0.06,0.94
6445,0.06,0.94
6446,0.06,0.94
6447,0.06,0.94
6448,0.06,0.94
6449,0.06,0.94
6450,0.06,0.94
6451,0.06,0.94
6452,0.06,0.94
6453,0.06,0.94
6454,0.06,0.94
6455,0.06,0.94
6456,0.06,0.94
6457,0.06,0.94
6458,0.06,0.94
6459,0.06,0.94
6460,0.06,0.94
6461,0.06,0.94
6462,0.06,0.94
6463,0.06,0.94
6464,0.06,0.94
6465,0.06,0.94
6466,0.06,0.94
6467,0.06,0.94
6468,0.06,0.94
6469,0.06,0.94
6470,0.06,0.94
6471,0.06,0.94
6472,0.06,0.94
6473,0.06,0.94
6474,0.06,0.94
6475,0.06,0.94
6476,0.06,0.94
6477,0.06,0.94
6478,0.06,0.94
6479,0.06,0.94
6480,0.06,0.94
6481,0.06,0.94
6482,0.06,0.94
6483,0.06,0.94
6484,0.06,0.94
6485,0.06,0.94
6486,0.06,0.94
6487,0.06,0.94
6488,0.06,0.94
6489,0.06,0.94
6490,0.06,0.94
6491,0.06,0.94
6492,0.06,0.94
6493,0.06,0.94
6494,0.06,0.94
6495,0.06,0.94
6496,0.06,0.94
6497,0.06,0.94
6498,0.06,0.94
6499,0.06,0.94
6500,0.06,0.94
6501,0.06,0.94
6502,0.06,0.94
6503,0.06,0.94
6504,0.06,0.94
6505,0.06,0.94
6506,0.06,0.94
6507,0.06,0.94
6508,0.06,0.94
6509,0.06,0.94
6510,0.06,0.94
6511,0.06,0.94
6512,0.06,0.94
6513,0.06,0.94
6514,0.06,0.94
6515,0.06,0.94
6516,0.06,0.94
6517,0.06,0.94
6518,0.06,0.94
6519,0.06,0.94
6520,0.06,0.94
6521,0.06,0.94
6522,0.06,0.94
6523,0.06,0.94
6524,0.06,0.94
6525,0.06,0.94
6526,0.06,0.94
6527,0.06,0.94
6528,0.06,0.94
6529,0.06,0.94
6530,0.06,0.94
6531,0.06,0.94
6532,0.06,0.94
6533,0.06,0.94
6534,0.06,0.94
6535,0.06,0.94
6536,0.06,0.94
6537,0.06,0.94
6538,0.06,0.94
6539,0.06,0.94
6540,0.06,0.94
6541,0.06,0.94
6542,0.06,0.94
6543,0.06,0.94
6544,0.06,0.94
6545,0.06,0.94
6546,0.06,0.94
6547,0.06,0.94
6548,0.06,0.94
6549,0.06,0.94
6550,0.06,0.94
6551,0.06,0.94
6552,0.06,0.94
6553,0.06,0.94
6554,0.06,0.94
6555,0.06,0.94
6556,0.06,0.94
6557,0.06,0.94
6558,0.06,0.94
6559,0.06,0.94
6560,0.06,0.94
6561,0.06,0.94
6562,0.06,0.94
6563,0.06,0.94
6564,0.06,0.94
6565,0.06,0.94
6566,0.06,0.94
6567,0.06,0.94
6568,0.06,0.94
6569,0.06,0.94
6570,0.06,0.94
6571,0.06,0.94
6572,0.06,0.94
6573,0.06,0.94
6574,0.06,0.94
6575,0.06,0.94
6576,0.06,0.94
6577,0.06,0.94
6578,0.06,0.94
6579,0.06,0.94
6580,0.06,0.94
6581,0.06,0.94
6582,0.06,0.94
6583,0.06,0.94
6584,0.06,0.94
6585,0.06,0.94
6586,0.06,0.94
6587,0.06,0.94
6588,0.06,0.94
6589,0.06,0.94
6590,0.06,0.94
6591,0.06,0.94
6592,0.06,0.94
6593,0.06,0.94
6594,0.06,0.94
6595,0.06,0.94
6596,0.06,0.94
6597,0.06,0.94
6598,0.06,0.94
6599,0.06,0.94
6600,0.06,0.94
6601,0.06,0.94
6602,0.06,0.94
6603,0.06,0.94
6604,0.06,0.94
6605,0.06,0.94
6606,0.06,0.94
6607,0.06,0.94
6608,0.06,0.94
6609,0.06,0.94
6610,0.06,0.94
6611,0.06,0.94
6612,0.06,0.94
6613,0.06,0.94
6614,0.06,0.94
6615,0.06,0.94
6616,0.06,0.94
6617,0.06,0.94
6618,0.06,0.94
6619,0.06,0.94
6620,0.06,0.94
6621,0.06,0.94
6622,0.06,0.94
6623,0.06,0.94
6624,0.06,0.94
6625,0.06,0.94
6626,0.06,0.94
6627,0.06,0.94
6628,0.06,0.94
6629,0.06,0.94
6630,0.06,0.94
6631,0.06,0.94
6632,0.06,0.94
6633,0.06,0.94
6634,0.06,0.94
6635,0.06,0.94
6636,0.06,0.94
6637,0.06,0.94
6638,0.06,0.94
6639,0.06,0.94
6640,0.06,0.94
6641,0.06,0.94
6642,0.06,0.94
6643,0.06,0.94
6644,0.06,0.94
6645,0.06,0.94
6646,0.06,0.94
6647,0.06,0.94
6648,0.06,0.94
6649,0.06,0.94
6650,0.06,0.94
6651,0.06,0.94
6652,0.06,0.94
6653,0.06,0.94
6654,0.06,0.94
6655,0.06,0.94
6656,0.06,0.94
6657,0.06,0.94
6658,0.06,0.94
6659,0.06,0.94
6660,0.06,0.94
6661,0.06,0.94
6662,0.06,0.94
6663,0.06,0.94
6664,0.06,0.94
6665,0.06,0.94
6666,0.06,0.94
6667,0.06,0.94
6668,0.06,0.94
6669,0.06,0.94
6670,0.06,0.94
6671,0.06,0.94
6672,0.06,0.94
6673,0.06,0.94
6674,0.06,0.94
6675,0.06,0.94
6676,0.06,0.94
6677,0.06,0.94
6678,0.06,0.94
6679,0.06,0.94
6680,0.06,0.94
6681,0.06,0.94
6682,0.06,0.94
6683,0.06,0.94
6684,0.06,0.94
6685,0.06,0.94
6686,0.06,0.94
6687,0.06,0.94
6688,0.06,0.94
6689,0.06,0.94
6690,0.06,0.94
6691,0.06,0.94
6692,0.06,0.94
6693,0.06,0.94
6694,0.06,0.94
6695,0.06,0.94
6696,0.06,0.94
6697,0.06,0.94
6698,0.06,0.94
6699,0.06,0.94
6700,0.06,0.94
6701,0.06,0.94
6702,0.06,0.94
6703,0.06,0.94
6704,0.06,0.94
6705,0.06,0.94
6706,0.06,0.94
6707,0.06,0.94
6708,0.06,0.94
6709,0.06,0.94
6710,0.06,0.94
6711,0.06,0.94
6712,0.06,0.94
6713,0.06,0.94
6714,0.06,0.94
6715,0.06,0.94
6716,0.06,0.94
6717,0.06,0.94
6718,0.06,0.94
6719,0.06,0.94
6720,0.06,0.94
6721,0.06,0.94
6722,0.06,0.94
6723,0.06,0.94
6724,0.06,0.94
6725,0.06,0.94
6726,0.06,0.94
6727,0.06,0.94
6728,0.06,0.94
6729,0.06,0.94
6730,0.06,0.94
6731,0.06,0.94
6732,0.06,0.94
6733,0.06,0.94
6734,0.06,0.94
6735,0.06,0.94
6736,0.06,0.94
6737,0.06,0.94
6738,0.06,0.94
6739,0.06,0.94
6740,0.06,0.94
6741,0.06,0.94
6742,0.06,0.94
6743,0.06,0.94
6744,0.06,0.94
6745,0.06,0.94
6746,0.06,0.94
6747,0.06,0.94
6748,0.06,0.94
6749,0.06,0.94
6750,0.06,0.94
6751,0.06,0.94
6752,0.06,0.94
6753,0.06,0.94
6754,0.06,0.94
6755,0.06,0.94
6756,0.06,0.94
6757,0.06,0.94
6758,0.06,0.94
6759,0.06,0.94
6760,0.06,0.94
6761,0.06,0.94
6762,0.06,0.94
6763,0.06,0.94
6764,0.06,0.94
6765,0.06,0.94
6766,0.06,0.94
6767,0.06,0.94
6768,0.06,0.94
6769,0.06,0.94
6770,0.06,0.94
6771,0.06,0.94
6772,0.06,0.94
6773,0.06,0.94
6774,0.06,0.94
6775,0.06,0.94
6776,0.06,0.94
6777,0.06,0.94
6778,0.06,0.94
6779,0.06,0.94
6780,0.06,0.94
6781,0.06,0.94
6782,0.06,0.94
6783,0.06,0.94
6784,0.06,0.94
6785,0.06,0.94
6786,0.06,0.94
6787,0.06,0.94
6788,0.06,0.94
6789,0.06,0.94
6790,0.06,0.94
6791,0.06,0.94
6792,0.06,0.94
6793,0.06,0.94
6794,0.06,0.94
6795,0.06,0.94
6796,0.06,0.94
6797,0.06,0.94
6798,0.06,0.94
6799,0.06,0.94
6800,0.06,0.94
6801,0.06,0.94
6802,0.06,0.94
6803,0.06,0.94
6804,0.06,0.94
6805,0.06,0.94
6806,0.06,0.94
6807,0.06,0.94
6808,0.06,0.94
6809,0.06,0.94
6810,0.06,0.94
6811,0.06,0.94
6812,0.06,0.94
6813,0.06,0.94
6814,0.06,0.94
6815,0.06,0.94
6816,0.06,0.94
6817,0.06,0.94
6818,0.06,0.94
6819,0.06,0.94
6820,0.06,0.94
6821,0.06,0.94
6822,0.06,0.94
6823,0.06,0.94
6824,0.06,0.94
6825,0.06,0.94
6826,0.06,0.94
6827,0.06,0.94
6828,0.06,0.94
6829,0.06,0.94
6830,0.06,0.94
6831,0.06,0.94
6832,0.06,0.94
6833,0.06,0.94
6834,0.06,0.94
6835,0.06,0.94
6836,0.06,0.94
6837,0.06,0.94
6838,0.06,0.94
6839,0.06,0.94
6840,0.06,0.94
6841,0.06,0.94
6842,0.06,0.94
6843,0.06,0.94
6844,0.06,0.94
6845,0.06,0.94
6846,0.06,0.94
6847,0.06,0.94
6848,0.06,0.94
6849,0.06,0.94
6850,0.06,0.94
6851,0.06,0.94
6852,0.06,0.94
6853,0.06,0.94
6854,0.06,0.94
6855,0.06,0.94
6856,0.06,0.94
6857,0.06,0.94
6858,0.06,0.94
6859,0.06,0.94
6860,0.06,0.94
6861,0.06,0.94
6862,0.06,0.94
6863,0.06,0.94
6864,0.06,0.94
6865,0.06,0.94
6866,0.06,0.94
6867,0.06,0.94
6868,0.06,0.94
6869,0.06,0.94
6870,0.06,0.94
6871,0.06,0.94
6872,0.06,0.94
6873,0.06,0.94
6874,0.06,0.94
6875,0.06,0.94
6876,0.06,0.94
6877,0.06,0.94
6878,0.06,0.94
6879,0.06,0.94
6880,0.06,0.94
6881,0.06,0.94
6882,0.06,0.94
6883,0.06,0.94
6884,0.06,0.94
6885,0.06,0.94
6886,0.06,0.94
6887,0.06,0.94
6888,0.06,0.94
6889,0.06,0.94
6890,0.06,0.94
6891,0.06,0.94
6892,0.06,0.94
6893,0.06,0.94
6894,0.06,0.94
6895,0.06,0.94
6896,0.06,0.94
6897,0.06,0.94
6898,0.06,0.94
6899,0.06,0.94
6900,0.06,0.94
6901,0.06,0.94
6902,0.06,0.94
6903,0.06,0.94
6904,0.06,0.94
6905,0.06,0.94
6906,0.06,0.94
6907,0.06,0.94
6908,0.06,0.94
6909,0.06,0.94
6910,0.06,0.94
6911,0.06,0.94
6912,0.06,0.94
6913,0.06,0.94
6914,0.06,0.94
6915,0.06,0.94
6916,0.06,0.94
6917,0.06,0.94
6918,0.06,0.94
6919,0.06,0.94
6920,0.06,0.94
6921,0.06,0.94
6922,0.06,0.94
6923,0.06,0.94
6924,0.06,0.94
6925,0.06,0.94
6926,0.06,0.94
6927,0.06,0.94
6928,0.06,0.94
6929,0.06,0.94
6930,0.06,0.94
6931,0.06,0.94
6932,0.06,0.94
6933,0.06,0.94
6934,0.06,0.94
6935,0.06,0.94
6936,0.06,0.94
6937,0.06,0.94
6938,0.06,0.94
6939,0.06,0.94
6940,0.06,0.94
6941,0.06,0.94
6942,0.06,0.94
6943,0.06,0.94
6944,0.06,0.94
6945,0.06,0.94
6946,0.06,0.94
6947,0.06,0.94
6948,0.06,0.94
6949,0.06,0.94
6950,0.06,0.94
6951,0.06,0.94
6952,0.06,0.94
6953,0.06,0.94
6954,0.06,0.94
6955,0.06,0.94
6956,0.06,0.94
6957,0.06,0.94
6958,0.06,0.94
6959,0.06,0.94
6960,0.06,0.94
6961,0.06,0.94
6962,0.06,0.94
6963,0.06,0.94
6964,0.06,0.94
6965,0.06,0.94
6966,0.06,0.94
6967,0.06,0.94
6968,0.06,0.94
6969,0.06,0.94
6970,0.06,0.94
6971,0.06,0.94
6972,0.06,0.94
6973,0.06,0.94
6974,0.06,0.94
6975,0.06,0.94
6976,0.06,0.94
6977,0.06,0.94
6978,0.06,0.94
6979,0.06,0.94
6980,0.06,0.94
6981,0.06,0.94
6982,0.06,0.94
6983,0.06,0.94
6984,0.06,0.94
6985,0.06,0.94
6986,0.06,0.94
6987,0.06,0.94
6988,0.06,0.94
6989,0.06,0.94
6990,0.06,0.94
6991,0.06,0.94
6992,0.06,0.94
6993,0.06,0.94
6994,0.06,0.94
6995,0.06,0.94
6996,0.06,0.94
6997,0.06,0.94
6998,0.06,0.94
6999,0.06,0.94
7000,0.06,0.94
7001,0.06,0.94
7002,0.06,0.94
7003,0.06,0.94
7004,0.06,0.94
7005,0.06,0.94
7006,0.06,0.94
7007,0.06,0.94
7008,0.06,0.94
7009,0.06,0.94
7010,0.06,0.94
7011,0.06,0.94
7012,0.06,0.94
7013,0.06,0.94
7014,0.06,0.94
7015,0.06,0.94
7016,0.06,0.94
7017,0.06,0.94
7018,0.06,0.94
7019,0.06,0.94
7020,0.06,0.94
7021,0.06,0.94
7022,0.06,0.94
7023,0.06,0.94
7024,0.06,0.94
7025,0.06,0.94
7026,0.06,0.94
7027,0.06,0.94
7028,0.06,0.94
7029,0.06,0.94
7030,0.06,0.94
7031,0.06,0.94
7032,0.06,0.94
7033,0.06,0.94
7034,0.06,0.94
7035,0.06,0.94
7036,0.06,0.94
7037,0.06,0.94
7038,0.06,0.94
7039,0.06,0.94
7040,0.06,0.94
7041,0.06,0.94
7042,0.06,0.94
7043,0.06,0.94
7044,0.06,0.94
7045,0.06,0.94
7046,0.06,0.94
7047,0.06,0.94
7048,0.06,0.94
7049,0.06,0.94
7050,0.06,0.94
7051,0.06,0.94
7052,0.06,0.94
7053,0.06,0.94
7054,0.06,0.94
7055,0.06,0.94
7056,0.06,0.94
7057,0.06,0.94
7058,0.06,0.94
7059,0.06,0.94
7060,0.06,0.94
7061,0.06,0.94
7062,0.06,0.94
7063,0.06,0.94
7064,0.06,0.94
7065,0.06,0.94
7066,0.06,0.94
7067,0.06,0.94
7068,0.06,0.94
7069,0.06,0.94
7070,0.06,0.94
7071,0.06,0.94
7072,0.06,0.94
7073,0.06,0.94
7074,0.06,0.94
7075,0.06,0.94
7076,0.06,0.94
7077,0.06,0.94
7078,0.06,0.94
7079,0.06,0.94
7080,0.06,0.94
7081,0.06,0.94
7082,0.06,0.94
7083,0.06,0.94
7084,0.06,0.94
7085,0.06,0.94
7086,0.06,0.94
7087,0.06,0.94
7088,0.06,0.94
7089,0.06,0.94
7090,0.06,0.94
7091,0.06,0.94
7092,0.06,0.94
7093,0.06,0.94
7094,0.06,0.94
7095,0.06,0.94
7096,0.06,0.94
7097,0.06,0.94
7098,0.06,0.94
7099,0.06,0.94
7100,0.06,0.94
7101,0.06,0.94
7102,0.06,0.94
7103,0.06,0.94
7104,0.06,0.94
7105,0.06,0.94
7106,0.06,0.94
7107,0.06,0.94
7108,0.06,0.94
7109,0.06,0.94
7110,0.06,0.94
7111,0.06,0.94
7112,0.06,0.94
7113,0.06,0.94
7114,0.06,0.94
7115,0.06,0.94
7116,0.06,0.94
7117,0.06,0.94
7118,0.06,0.94
7119,0.06,0.94
7120,0.06,0.94
7121,0.06,0.94
7122,0.06,0.94
7123,0.06,0.94
7124,0.06,0.94
7125,0.06,0.94
7126,0.06,0.94
7127,0.06,0.94
7128,0.06,0.94
7129,0.06,0.94
7130,0.06,0.94
7131,0.06,0.94
7132,0.06,0.94
7133,0.06,0.94
7134,0.06,0.94
7135,0.06,0.94
7136,0.06,0.94
7137,0.06,0.94
7138,0.06,0.94
7139,0.06,0.94
7140,0.06,0.94
7141,0.06,0.94
7142,0.06,0.94
7143,0.06,0.94
7144,0.06,0.94
7145,0.06,0.94
7146,0.06,0.94
7147,0.06,0.94
7148,0.06,0.94
7149,0.06,0.94
7150,0.06,0.94
7151,0.06,0.94
7152,0.06,0.94
7153,0.06,0.94
7154,0.06,0.94
7155,0.06,0.94
7156,0.06,0.94
7157,0.06,0.94
7158,0.06,0.94
7159,0.06,0.94
7160,0.06,0.94
7161,0.06,0.94
7162,0.06,0.94
7163,0.06,0.94
7164,0.06,0.94
7165,0.06,0.94
7166,0.06,0.94
7167,0.06,0.94
7168,0.06,0.94
7169,0.06,0.94
7170,0.06,0.94
7171,0.06,0.94
7172,0.06,0.94
7173,0.06,0.94
7174,0.06,0.94
7175,0.06,0.94
7176,0.06,0.94
7177,0.06,0.94
7178,0.06,0.94
7179,0.06,0.94
7180,0.06,0.94
7181,0.06,0.94
7182,0.06,0.94
7183,0.06,0.94
7184,0.06,0.94
7185,0.06,0.94
7186,0.06,0.94
7187,0.06,0.94
7188,0.06,0.94
7189,0.06,0.94
7190,0.06,0.94
7191,0.06,0.94
7192,0.06,0.94
7193,0.06,0.94
7194,0.06,0.94
7195,0.06,0.94
7196,0.06,0.94
7197,0.06,0.94
7198,0.06,0.94
7199,0.06,0.94
7200,0.06,0.94
7201,0.06,0.94
7202,0.06,0.94
7203,0.06,0.94
7204,0.06,0.94
7205,0.06,0.94
7206,0.06,0.94
7207,0.06,0.94
7208,0.06,0.94
7209,0.06,0.94
7210,0.06,0.94
7211,0.06,0.94
7212,0.06,0.94
7213,0.06,0.94
7214,0.06,0.94
7215,0.06,0.94
7216,0.06,0.94
7217,0.06,0.94
7218,0.06,0.94
7219,0.06,0.94
7220,0.06,0.94
7221,0.06,0.94
7222,0.06,0.94
7223,0.06,0.94
7224,0.06,0.94
7225,0.06,0.94
7226,0.06,0.94
7227,0.06,0.94
7228,0.06,0.94
7229,0.06,0.94
7230,0.06,0.94
7231,0.06,0.94
7232,0.06,0.94
7233,0.06,0.94
7234,0.06,0.94
7235,0.06,0.94
7236,0.06,0.94
7237,0.06,0.94
7238,0.06,0.94
7239,0.06,0.94
7240,0.06,0.94
7241,0.06,0.94
7242,0.06,0.94
7243,0.06,0.94
7244,0.06,0.94
7245,0.06,0.94
7246,0.06,0.94
7247,0.06,0.94
7248,0.06,0.94
7249,0.06,0.94
7250,0.06,0.94
7251,0.06,0.94
7252,0.06,0.94
7253,0.06,0.94
7254,0.06,0.94
7255,0.06,0.94
7256,0.06,0.94
7257,0.06,0.94
7258,0.06,0.94
7259,0.06,0.94
7260,0.06,0.94
7261,0.06,0.94
7262,0.06,0.94
7263,0.06,0.94
7264,0.06,0.94
7265,0.06,0.94
7266,0.06,0.94
7267,0.06,0.94
7268,0.06,0.94
7269,0.06,0.94
7270,0.06,0.94
7271,0.06,0.94
7272,0.06,0.94
7273,0.06,0.94
7274,0.06,0.94
7275,0.06,0.94
7276,0.06,0.94
7277,0.06,0.94
7278,0.06,0.94
7279,0.06,0.94
7280,0.06,0.94
7281,0.06,0.94
7282,0.06,0.94
7283,0.06,0.94
7284,0.06,0.94
7285,0.06,0.94
7286,0.06,0.94
7287,0.06,0.94
7288,0.06,0.94
7289,0.06,0.94
7290,0.06,0.94
7291,0.06,0.94
7292,0.06,0.94
7293,0.06,0.94
7294,0.06,0.94
7295,0.06,0.94
7296,0.06,0.94
7297,0.06,0.94
7298,0.06,0.94
7299,0.06,0.94
7300,0.06,0.94
7301,0.06,0.94
7302,0.06,0.94
7303,0.06,0.94
7304,0.06,0.94
7305,0.06,0.94
7306,0.06,0.94
7307,0.06,0.94
7308,0.06,0.94
7309,0.06,0.94
7310,0.06,0.94
7311,0.06,0.94
7312,0.06,0.94
7313,0.06,0.94
7314,0.06,0.94
7315,0.06,0.94
7316,0.06,0.94
7317,0.06,0.94
7318,0.06,0.94
7319,0.06,0.94
7320,0.06,0.94
7321,0.06,0.94
7322,0.06,0.94
7323,0.06,0.94
7324,0.06,0.94
7325,0.06,0.94
7326,0.06,0.94
7327,0.06,0.94
7328,0.06,0.94
7329,0.06,0.94
7330,0.06,0.94
7331,0.06,0.94
7332,0.06,0.94
7333,0.06,0.94
7334,0.06,0.94
7335,0.06,0.94
7336,0.06,0.94
7337,0.06,0.94
7338,0.06,0.94
7339,0.06,0.94
7340,0.06,0.94
7341,0.06,0.94
7342,0.06,0.94
7343,0.06,0.94
7344,0.06,0.94
7345,0.06,0.94
7346,0.06,0.94
7347,0.06,0.94
7348,0.06,0.94
7349,0.06,0.94
7350,0.06,0.94
7351,0.06,0.94
7352,0.06,0.94
7353,0.06,0.94
7354,0.06,0.94
7355,0.06,0.94
7356,0.06,0.94
7357,0.06,0.94
7358,0.06,0.94
7359,0.06,0.94
7360,0.06,0.94
7361,0.06,0.94
7362,0.06,0.94
7363,0.06,0.94
7364,0.06,0.94
7365,0.06,0.94
7366,0.06,0.94
7367,0.06,0.94
7368,0.06,0.94
7369,0.06,0.94
7370,0.06,0.94
7371,0.06,0.94
7372,0.06,0.94
7373,0.06,0.94
7374,0.06,0.94
7375,0.06,0.94
7376,0.06,0.94
7377,0.06,0.94
7378,0.06,0.94
7379,0.06,0.94
7380,0.06,0.94
7381,0.06,0.94
7382,0.06,0.94
7383,0.06,0.94
7384,0.06,0.94
7385,0.06,0.94
7386,0.06,0.94
7387,0.06,0.94
7388,0.06,0.94
7389,0.06,0.94
7390,0.06,0.94
7391,0.06,0.94
7392,0.06,0.94
7393,0.06,0.94
7394,0.06,0.94
7395,0.06,0.94
7396,0.06,0.94
7397,0.06,0.94
7398,0.06,0.94
7399,0.06,0.94
7400,0.06,0.94
7401,0.06,0.94
7402,0.06,0.94
7403,0.06,0.94
7404,0.06,0.94
7405,0.06,0.94
7406,0.06,0.94
7407,0.06,0.94
7408,0.06,0.94
7409,0.06,0.94
7410,0.06,0.94
7411,0.06,0.94
7412,0.06,0.94
7413,0.06,0.94
7414,0.06,0.94
7415,0.06,0.94
7416,0.06,0.94
7417,0.06,0.94
7418,0.06,0.94
7419,0.06,0.94
7420,0.06,0.94
7421,0.06,0.94
7422,0.06,0.94
7423,0.06,0.94
7424,0.06,0.94
7425,0.06,0.94
7426,0.06,0.94
7427,0.06,0.94
7428,0.06,0.94
7429,0.06,0.94
7430,0.06,0.94
7431,0.06,0.94
7432,0.06,0.94
7433,0.06,0.94
7434,0.06,0.94
7435,0.06,0.94
7436,0.06,0.94
7437,0.06,0.94
7438,0.06,0.94
7439,0.06,0.94
7440,0.06,0.94
7441,0.06,0.94
7442,0.06,0.94
7443,0.06,0.94
7444,0.06,0.94
7445,0.06,0.94
7446,0.06,0.94
7447,0.06,0.94
7448,0.06,0.94
7449,0.06,0.94
7450,0.06,0.94
7451,0.06,0.94
7452,0.06,0.94
7453,0.06,0.94
7454,0.06,0.94
7455,0.06,0.94
7456,0.06,0.94
7457,0.06,0.94
7458,0.06,0.94
7459,0.06,0.94
7460,0.06,0.94
7461,0.06,0.94
7462,0.06,0.94
7463,0.06,0.94
7464,0.06,0.94
7465,0.06,0.94
7466,0.06,0.94
7467,0.06,0.94
7468,0.06,0.94
7469,0.06,0.94
7470,0.06,0.94
7471,0.06,0.94
7472,0.06,0.94
7473,0.06,0.94
7474,0.06,0.94
7475,0.06,0.94
7476,0.06,0.94
7477,0.06,0.94
7478,0.06,0.94
7479,0.06,0.94
7480,0.06,0.94
7481,0.06,0.94
7482,0.06,0.94
7483,0.06,0.94
7484,0.06,0.94
7485,0.06,0.94
7486,0.06,0.94
7487,0.06,0.94
7488,0.06,0.94
7489,0.06,0.94
7490,0.06,0.94
7491,0.06,0.94
7492,0.06,0.94
7493,0.06,0.94
7494,0.06,0.94
7495,0.06,0.94
7496,0.06,0.94
7497,0.06,0.94
7498,0.06,0.94
7499,0.06,0.94
7500,0.06,0.94
7501,0.06,0.94
7502,0.06,0.94
7503,0.06,0.94
7504,0.06,0.94
7505,0.06,0.94
7506,0.06,0.94
7507,0.06,0.94
7508,0.06,0.94
7509,0.06,0.94
7510,0.06,0.94
7511,0.06,0.94
7512,0.06,0.94
7513,0.06,0.94
7514,0.06,0.94
7515,0.06,0.94
7516,0.06,0.94
7517,0.06,0.94
7518,0.06,0.94
7519,0.06,0.94
7520,0.06,0.94
7521,0.06,0.94
7522,0.06,0.94
7523,0.06,0.94
7524,0.06,0.94
7525,0.06,0.94
7526,0.06,0.94
7527,0.06,0.94
7528,0.06,0.94
7529,0.06,0.94
7530,0.06,0.94
7531,0.06,0.94
7532,0.06,0.94
7533,0.06,0.94
7534,0.06,0.94
7535,0.06,0.94
7536,0.06,0.94
7537,0.06,0.94
7538,0.06,0.94
7539,0.06,0.94
7540,0.06,0.94
7541,0.06,0.94
7542,0.06,0.94
7543,0.06,0.94
7544,0.06,0.94
7545,0.06,0.94
7546,0.06,0.94
7547,0.06,0.94
7548,0.06,0.94
7549,0.06,0.94
7550,0.06,0.94
7551,0.06,0.94
7552,0.06,0.94
7553,0.06,0.94
7554,0.06,0.94
7555,0.06,0.94
7556,0.06,0.94
7557,0.06,0.94
7558,0.06,0.94
7559,0.06,0.94
7560,0.06,0.94
7561,0.06,0.94
7562,0.06,0.94
7563,0.06,0.94
7564,0.06,0.94
7565,0.06,0.94
7566,0.06,0.94
7567,0.06,0.94
7568,0.06,0.94
7569,0.06,0.94
7570,0.06,0.94
7571,0.06,0.94
7572,0.06,0.94
7573,0.06,0.94
7574,0.06,0.94
7575,0.06,0.94
7576,0.06,0.94
7577,0.06,0.94
7578,0.06,0.94
7579,0.06,0.94
7580,0.06,0.94
7581,0.06,0.94
7582,0.06,0.94
7583,0.06,0.94
7584,0.06,0.94
7585,0.06,0.94
7586,0.06,0.94
7587,0.06,0.94
7588,0.06,0.94
7589,0.06,0.94
7590,0.06,0.94
7591,0.06,0.94
7592,0.06,0.94
7593,0.06,0.94
7594,0.06,0.94
7595,0.06,0.94
7596,0.06,0.94
7597,0.06,0.94
7598,0.06,0.94
7599,0.06,0.94
7600,0.06,0.94
7601,0.06,0.94
7602,0.06,0.94
7603,0.06,0.94
7604,0.06,0.94
7605,0.06,0.94
7606,0.06,0.94
7607,0.06,0.94
7608,0.06,0.94
7609,0.06,0.94
7610,0.06,0.94
7611,0.06,0.94
7612,0.06,0.94
7613,0.06,0.94
7614,0.06,0.94
7615,0.06,0.94
7616,0.06,0.94
7617,0.06,0.94
7618,0.06,0.94
7619,0.06,0.94
7620,0.06,0.94
7621,0.06,0.94
7622,0.06,0.94
7623,0.06,0.94
7624,0.06,0.94
7625,0.06,0.94
7626,0.06,0.94
7627,0.06,0.94
7628,0.06,0.94
7629,0.06,0.94
7630,0.06,0.94
7631,0.06,0.94
7632,0.06,0.94
7633,0.06,0.94
7634,0.06,0.94
7635,0.06,0.94
7636,0.06,0.94
7637,0.06,0.94
7638,0.06,0.94
7639,0.06,0.94
7640,0.06,0.94
7641,0.06,0.94
7642,0.06,0.94
7643,0.06,0.94
7644,0.06,0.94
7645,0.06,0.94
7646,0.06,0.94
7647,0.06,0.94
7648,0.06,0.94
7649,0.06,0.94
7650,0.06,0.94
7651,0.06,0.94
7652,0.06,0.94
7653,0.06,0.94
7654,0.06,0.94
7655,0.06,0.94
7656,0.06,0.94
7657,0.06,0.94
7658,0.06,0.94
7659,0.06,0.94
7660,0.06,0.94
7661,0.06,0.94
7662,0.06,0.94
7663,0.06,0.94
7664,0.06,0.94
7665,0.06,0.94
7666,0.06,0.94
7667,0.06,0.94
7668,0.06,0.94
7669,0.06,0.94
7670,0.06,0.94
7671,0.06,0.94
7672,0.06,0.94
7673,0.06,0.94
7674,0.06,0.94
7675,0.06,0.94
7676,0.06,0.94
7677,0.06,0.94
7678,0.06,0.94
7679,0.06,0.94
7680,0.06,0.94
7681,0.06,0.94
7682,0.06,0.94
7683,0.06,0.94
7684,0.06,0.94
7685,0.06,0.94
7686,0.06,0.94
7687,0.06,0.94
7688,0.06,0.94
7689,0.06,0.94
7690,0.06,0.94
7691,0.06,0.94
7692,0.06,0.94
7693,0.06,0.94
7694,0.06,0.94
7695,0.06,0.94
7696,0.06,0.94
7697,0.06,0.94
7698,0.06,0.94
7699,0.06,0.94
7700,0.06,0.94
7701,0.06,0.94
7702,0.06,0.94
